Log_ID,User_ID,Log_Date,Activity_Type,Duration_Minutes,Calories_Burned,Steps_Count,Avg_Heart_Rate_BPM,Sleep_Hours,Water_Intake_Liters,Mood_Rating
LOG-502009,USR-2029,2024-02-02,Yoga,117,144,4210,154,5.2,1.1,1
LOG-503203,USR-2195,2024-02-02,Running,117,711,9084,84,6.6,3.6,2
LOG-501315,USR-2101,2024-02-02,HIIT,50,451,2552,121,5.1,0.8,5
LOG-500306,USR-2094,2024-02-02,Swimming,51,467,17602,157,8.5,2.2,3
LOG-501906,USR-2234,2024-02-02,Walking,37,70,1196,147,4.5,3.3,3
LOG-502339,USR-2224,2024-02-02,Cycling,61,606,16773,143,7.0,1.8,2
LOG-502335,USR-2205,2024-02-02,Gym Workout,26,80,19328,146,5.9,1.0,5
LOG-501083,USR-2235,2024-02-02,Walking,62,263,17644,131,8.9,2.1,4
LOG-501885,USR-2061,2024-02-02,Gym Workout,86,827,11021,135,5.8,1.6,5
LOG-502901,USR-2209,2024-02-02,HIIT,31,240,14966,75,6.5,1.6,3
LOG-501760,USR-2012,2024-02-02,Running,48,433,6534,81,7.2,3.9,4
LOG-501375,USR-2281,2024-02-02,Running,57,766,6699,174,7.6,2.7,4
LOG-500733,USR-2126,2024-02-02,Swimming,89,555,10750,123,5.2,0.9,3
LOG-503173,USR-2059,2024-02-02,HIIT,86,499,12650,153,8.8,2.8,1
LOG-503219,USR-2229,2024-02-02,Cycling,72,71,8036,86,5.5,1.8,2
LOG-501919,USR-2273,2024-02-02,Gym Workout,97,814,5283,171,4.2,2.8,4
LOG-503132,USR-2112,2024-02-02,Running,57,343,14389,176,5.6,0.5,3
LOG-502934,USR-2080,2024-02-03,Cycling,79,842,4193,165,5.2,2.6,3
LOG-501429,USR-2200,2024-02-03,Yoga,20,589,11843,122,5.9,2.6,4
LOG-503060,USR-2079,2024-02-03,Gym Workout,118,662,17859,126,5.7,0.9,3
LOG-502946,USR-2024,2024-02-03,Running,116,538,2657,73,4.4,1.6,5
LOG-501109,USR-2009,2024-02-03,Swimming,70,769,18797,149,5.0,0.9,3
LOG-502169,USR-2021,2024-02-04,Walking,91,308,10699,112,8.8,2.4,1
LOG-502500,USR-2124,2024-02-04,Swimming,90,634,10428,119,6.6,1.5,1
LOG-500224,USR-2030,2024-02-05,Running,117,50,6082,97,4.9,1.8,5
LOG-500146,USR-2102,2024-02-05,Walking,110,650,2069,169,7.7,3.7,5
LOG-502753,USR-2261,2024-02-05,Gym Workout,57,626,13016,108,4.6,2.5,4
LOG-501483,USR-2145,2024-02-05,HIIT,94,570,17219,127,4.5,1.5,4
LOG-503382,USR-2133,2024-02-05,Gym Workout,12,440,15182,137,7.4,3.6,1
LOG-503493,USR-2099,2024-02-05,Walking,22,298,15473,103,6.8,3.5,3
LOG-502975,USR-2219,2024-02-05,Gym Workout,65,883,18947,95,5.1,3.2,2
LOG-500078,USR-2197,2024-02-05,Swimming,96,345,10901,130,7.8,2.5,1
LOG-501872,USR-2230,2024-02-06,Running,83,88,1597,146,8.3,1.8,1
LOG-501468,USR-2144,2024-02-06,Running,80,350,12826,119,5.6,0.9,4
LOG-501736,USR-2201,2024-02-06,Swimming,32,459,1737,111,6.2,1.7,3
LOG-500622,USR-2145,2024-02-06,Swimming,43,413,10167,143,6.6,2.7,3
LOG-501124,USR-2054,2024-02-06,Swimming,110,713,14438,128,4.2,3.2,5
LOG-503484,USR-2103,2024-02-06,Running,23,436,14543,106,6.6,1.6,5
LOG-500914,USR-2266,2024-02-06,Yoga,82,623,15025,171,7.6,2.5,2
LOG-502996,USR-2010,2024-02-06,HIIT,96,273,7547,132,4.3,0.7,2
LOG-502736,USR-2062,2024-02-06,Swimming,97,765,18442,154,5.7,3.0,1
LOG-501703,USR-2140,2024-02-06,Cycling,88,278,1643,159,7.8,2.8,5
LOG-502908,USR-2106,2024-02-06,Gym Workout,68,832,19746,100,4.9,3.1,5
LOG-501805,USR-2049,2024-02-07,Yoga,116,182,12472,96,5.4,2.7,5
LOG-501241,USR-2173,2024-02-07,HIIT,15,235,7783,105,4.8,1.6,3
LOG-503370,USR-2212,2024-02-07,Yoga,19,628,4101,102,8.7,1.3,3
LOG-501615,USR-2265,2024-02-07,Gym Workout,72,358,7456,138,5.8,3.1,3
LOG-500276,USR-2006,2024-02-07,Cycling,38,322,2052,149,8.4,3.8,3
LOG-500871,USR-2084,2024-02-07,Walking,95,896,13953,178,8.6,3.2,1
LOG-503457,USR-2078,2024-02-08,Walking,45,374,2809,131,5.4,3.5,2
LOG-503172,USR-2230,2024-02-08,Gym Workout,14,716,1527,121,5.4,3.2,4
LOG-502205,USR-2228,2024-02-08,HIIT,63,607,12531,128,7.2,1.8,1
LOG-500822,USR-2002,2024-02-08,Walking,103,640,13058,83,7.0,3.3,2
LOG-502154,USR-2139,2024-02-08,Swimming,104,413,4770,121,6.5,1.1,2
LOG-502399,USR-2070,2024-02-08,Gym Workout,76,220,19109,138,6.9,1.2,1
LOG-500391,USR-2271,2024-02-08,Walking,108,794,1233,139,8.2,2.3,4
LOG-501283,USR-2120,2024-02-08,Running,51,456,14546,148,6.7,2.2,1
LOG-502770,USR-2227,2024-02-08,Yoga,66,238,18173,108,4.2,3.4,3
LOG-500847,USR-2158,2024-02-09,HIIT,87,734,5554,148,7.7,2.7,4
LOG-502011,USR-2283,2024-02-09,HIIT,110,420,16684,107,5.4,1.9,5
LOG-501749,USR-2101,2024-02-09,Gym Workout,17,825,14025,105,6.4,2.2,2
LOG-500987,USR-2181,2024-02-09,HIIT,99,897,7347,165,8.2,2.8,4
LOG-503452,USR-2006,2024-02-09,Running,33,674,11695,84,5.4,1.6,2
LOG-501254,USR-2049,2024-02-09,Running,60,202,3969,100,5.9,2.8,2
LOG-501322,USR-2124,2024-02-09,Walking,75,894,985,99,8.6,2.6,1
LOG-500132,USR-2136,2024-02-09,Running,113,346,6484,153,4.7,2.8,3
LOG-501412,USR-2152,2024-02-09,Walking,41,770,18829,123,7.7,3.9,3
LOG-500189,USR-2235,2024-02-09,Walking,118,692,19260,176,5.3,2.2,1
LOG-502593,USR-2117,2024-02-09,Walking,101,486,1869,135,6.7,2.6,3
LOG-502359,USR-2251,2024-02-09,Gym Workout,33,221,19781,135,8.9,2.6,3
LOG-502042,USR-2040,2024-02-10,Cycling,46,611,11674,134,8.8,1.9,1
LOG-500341,USR-2283,2024-02-10,Running,35,531,8166,143,8.5,2.1,5
LOG-503214,USR-2064,2024-02-10,Swimming,111,190,6319,149,4.9,2.2,4
LOG-501965,USR-2233,2024-02-10,HIIT,44,183,685,103,4.6,3.8,3
LOG-502356,USR-2105,2024-02-10,HIIT,119,558,13905,148,4.8,2.3,5
LOG-501376,USR-2076,2024-02-10,Swimming,55,818,19319,154,7.0,2.0,3
LOG-502096,USR-2138,2024-02-10,Running,29,478,3478,93,4.1,4.0,4
LOG-503374,USR-2019,2024-02-10,HIIT,30,238,7371,150,4.3,0.8,1
LOG-501983,USR-2079,2024-02-10,Swimming,23,870,19948,79,6.8,4.0,5
LOG-503097,USR-2181,2024-02-10,HIIT,59,732,11337,87,7.9,1.6,4
LOG-502140,USR-2299,2024-02-10,Running,64,643,648,107,5.0,2.6,1
LOG-503023,USR-2213,2024-02-11,Running,74,378,16095,118,8.0,1.9,2
LOG-501584,USR-2294,2024-02-11,Gym Workout,106,796,3680,169,8.5,1.4,5
LOG-501098,USR-2203,2024-02-11,Swimming,72,442,6628,75,4.7,3.1,2
LOG-502705,USR-2055,2024-02-11,Cycling,74,605,10924,86,7.1,0.7,2
LOG-503248,USR-2158,2024-02-11,Swimming,45,501,2798,156,5.4,3.4,2
LOG-500451,USR-2083,2024-02-11,Running,90,863,10332,110,8.8,3.5,3
LOG-501578,USR-2202,2024-02-12,Yoga,110,799,4068,173,6.0,2.0,3
LOG-500802,USR-2215,2024-02-12,HIIT,81,368,4410,145,4.4,2.1,3
LOG-501231,USR-2211,2024-02-12,Cycling,40,602,17008,130,9.0,1.0,2
LOG-500263,USR-2126,2024-02-12,HIIT,104,503,17523,134,8.7,2.3,2
LOG-500727,USR-2239,2024-02-12,Swimming,27,847,13443,99,4.6,1.2,3
LOG-503245,USR-2083,2024-02-12,Gym Workout,104,468,6711,105,8.5,3.5,4
LOG-502655,USR-2033,2024-02-12,HIIT,74,502,1172,145,6.2,3.7,3
LOG-503154,USR-2126,2024-02-12,Running,110,541,12089,92,6.8,3.7,4
LOG-501279,USR-2245,2024-02-12,Gym Workout,53,267,12337,113,7.5,3.8,4
LOG-500403,USR-2278,2024-02-12,Running,84,895,17098,125,5.2,3.5,3
LOG-500032,USR-2087,2024-02-12,Gym Workout,34,163,8795,99,4.6,3.6,4
LOG-500607,USR-2143,2024-02-13,HIIT,86,177,5785,140,5.0,3.8,5
LOG-501219,USR-2070,2024-02-13,Walking,29,187,3408,70,6.1,2.7,3
LOG-502589,USR-2025,2024-02-13,Walking,65,868,16642,99,4.2,0.8,5
LOG-502929,USR-2113,2024-02-13,Yoga,96,470,13622,127,5.3,2.0,4
LOG-502841,USR-2030,2024-02-13,Swimming,23,451,11132,76,7.3,3.2,4
LOG-502535,USR-2162,2024-02-13,Yoga,98,773,9664,137,5.3,3.0,1
LOG-500002,USR-2018,2024-02-13,Yoga,78,313,7970,136,4.6,1.4,3
LOG-503373,USR-2288,2024-02-13,Yoga,18,146,1771,118,6.2,3.9,1
LOG-501709,USR-2124,2024-02-13,Cycling,30,222,7346,139,7.4,1.7,3
LOG-502921,USR-2096,2024-02-14,Yoga,38,692,19305,70,5.1,2.9,3
LOG-500299,USR-2217,2024-02-14,Cycling,118,481,6114,108,7.0,1.0,5
LOG-501576,USR-2052,2024-02-14,Walking,115,416,12306,174,8.8,3.3,4
LOG-503302,USR-2211,2024-02-14,Yoga,12,847,15345,164,7.1,3.9,3
LOG-500538,USR-2164,2024-02-14,Swimming,77,123,3556,106,4.8,2.3,4
LOG-501613,USR-2279,2024-02-14,Yoga,34,234,14374,81,8.6,2.1,5
LOG-501173,USR-2248,2024-02-14,Running,115,475,4758,82,4.2,2.4,4
LOG-502119,USR-2252,2024-02-15,Yoga,101,310,19843,154,6.9,2.5,2
LOG-503026,USR-2161,2024-02-15,Yoga,22,397,16068,137,8.0,0.5,3
LOG-502442,USR-2271,2024-02-15,Running,63,313,18743,93,6.4,1.7,3
LOG-501518,USR-2208,2024-02-15,Cycling,63,630,1544,171,4.4,1.9,4
LOG-502004,USR-2085,2024-02-15,Walking,63,193,14268,90,8.0,2.9,2
LOG-500854,USR-2273,2024-02-15,HIIT,87,352,4985,162,4.6,3.5,4
LOG-503250,USR-2135,2024-02-15,Walking,10,732,9063,110,5.3,3.3,1
LOG-501247,USR-2003,2024-02-15,Cycling,64,677,4757,98,7.8,3.1,4
LOG-503418,USR-2242,2024-02-15,Cycling,83,607,15777,149,7.7,2.9,3
LOG-501541,USR-2087,2024-02-15,Swimming,99,736,11964,179,7.3,0.8,5
LOG-502932,USR-2274,2024-02-15,Cycling,90,865,5778,81,5.6,3.9,3
LOG-501798,USR-2122,2024-02-16,HIIT,40,647,7345,106,4.4,1.3,4
LOG-501068,USR-2070,2024-02-16,Gym Workout,112,659,17223,176,8.9,3.9,4
LOG-502262,USR-2277,2024-02-16,Cycling,24,160,18784,177,6.7,3.4,3
LOG-501092,USR-2245,2024-02-16,Gym Workout,55,75,1370,158,7.6,1.6,4
LOG-501257,USR-2131,2024-02-16,Running,56,441,11358,79,6.0,1.3,1
LOG-503068,USR-2182,2024-02-16,Cycling,83,504,7530,80,7.0,2.4,5
LOG-500974,USR-2238,2024-02-16,Yoga,18,818,16294,141,4.2,2.5,3
LOG-502020,USR-2211,2024-02-16,Gym Workout,25,569,9105,79,8.1,1.5,2
LOG-503460,USR-2267,2024-02-17,Cycling,117,143,3307,131,8.5,1.7,4
LOG-502881,USR-2098,2024-02-17,Walking,84,531,17885,105,5.3,2.2,4
LOG-500121,USR-2101,2024-02-17,Cycling,72,800,15938,92,5.4,2.9,3
LOG-502581,USR-2106,2024-02-17,Yoga,21,290,2093,101,4.9,1.7,5
LOG-501642,USR-2056,2024-02-17,Swimming,42,873,3955,151,6.5,0.8,4
LOG-502803,USR-2266,2024-02-17,Swimming,84,730,11734,73,8.4,2.4,5
LOG-501751,USR-2244,2024-02-17,Cycling,99,635,13997,149,4.9,1.8,4
LOG-500304,USR-2109,2024-02-17,Walking,57,259,10068,75,6.3,3.3,4
LOG-502147,USR-2119,2024-02-17,Cycling,94,136,8480,134,4.3,3.5,3
LOG-500811,USR-2227,2024-02-17,Yoga,48,774,1558,131,5.6,3.3,5
LOG-501253,USR-2125,2024-02-17,Swimming,43,717,18925,179,8.1,1.3,2
LOG-500265,USR-2126,2024-02-18,Cycling,83,432,2860,99,4.7,3.7,5
LOG-500879,USR-2124,2024-02-18,Cycling,60,362,14081,153,8.0,2.5,1
LOG-502930,USR-2243,2024-02-18,Running,84,472,11702,123,6.0,2.0,2
LOG-501663,USR-2220,2024-02-18,HIIT,79,849,8831,142,4.6,3.9,3
LOG-502194,USR-2199,2024-02-19,Cycling,76,145,7299,116,6.0,1.0,2
LOG-502811,USR-2109,2024-02-19,Gym Workout,11,165,12432,143,9.0,1.7,4
LOG-503285,USR-2289,2024-02-19,Gym Workout,14,882,16914,135,8.6,3.0,2
LOG-503109,USR-2186,2024-02-19,Cycling,11,770,9246,77,7.0,1.7,4
LOG-501102,USR-2154,2024-02-19,Gym Workout,97,846,4238,108,6.5,0.8,1
LOG-501006,USR-2202,2024-02-19,Yoga,49,171,18012,78,7.0,2.2,2
LOG-503157,USR-2090,2024-02-19,Gym Workout,62,246,13588,95,7.8,1.9,1
LOG-501336,USR-2291,2024-02-19,Running,48,421,19854,111,4.2,3.5,5
LOG-502477,USR-2268,2024-02-19,HIIT,82,526,13264,155,8.3,3.9,3
LOG-502645,USR-2011,2024-02-20,Cycling,51,102,19682,168,5.7,1.0,5
LOG-500548,USR-2259,2024-02-20,Cycling,82,307,17964,124,4.7,3.2,5
LOG-501305,USR-2202,2024-02-20,Cycling,73,875,9480,93,5.4,2.9,5
LOG-501079,USR-2294,2024-02-20,HIIT,66,321,18394,113,6.7,3.2,1
LOG-502032,USR-2131,2024-02-20,Yoga,116,70,10875,89,4.3,3.6,3
LOG-501839,USR-2051,2024-02-20,Running,18,408,17757,125,5.7,2.8,2
LOG-500513,USR-2187,2024-02-20,Running,88,179,16584,138,6.6,1.0,4
LOG-500698,USR-2107,2024-02-20,Cycling,83,694,17190,132,4.5,1.5,4
LOG-501367,USR-2042,2024-02-20,Walking,29,223,1223,138,4.8,1.9,4
LOG-502751,USR-2161,2024-02-20,Gym Workout,30,313,18994,152,8.2,3.1,3
LOG-502455,USR-2089,2024-02-20,Swimming,21,568,19680,107,6.1,1.6,4
LOG-500426,USR-2039,2024-02-20,HIIT,33,553,13597,147,8.8,3.1,2
LOG-500455,USR-2215,2024-02-20,Swimming,58,356,1680,96,6.4,1.2,1
LOG-501211,USR-2168,2024-02-21,HIIT,64,617,7898,152,4.7,2.5,3
LOG-502899,USR-2180,2024-02-21,Swimming,23,576,9844,165,7.2,1.8,5
LOG-501658,USR-2248,2024-02-21,Gym Workout,119,686,13532,105,8.6,2.2,4
LOG-501222,USR-2054,2024-02-21,Cycling,29,168,1184,88,4.3,2.7,5
LOG-501750,USR-2089,2024-02-21,Swimming,17,563,19909,152,8.0,3.0,1
LOG-502382,USR-2226,2024-02-21,HIIT,25,839,14595,77,8.9,3.2,5
LOG-500292,USR-2062,2024-02-21,Walking,39,662,1209,161,8.7,0.9,5
LOG-500558,USR-2062,2024-02-22,Gym Workout,23,62,12253,160,6.4,0.9,3
LOG-503258,USR-2252,2024-02-22,Cycling,23,394,2766,145,5.0,1.0,3
LOG-501593,USR-2293,2024-02-22,HIIT,108,652,5059,71,5.1,1.1,1
LOG-502940,USR-2062,2024-02-22,Yoga,41,835,1000,96,8.6,1.4,5
LOG-502075,USR-2191,2024-02-22,Yoga,67,471,3610,117,5.5,2.1,4
LOG-503288,USR-2045,2024-02-22,Running,69,830,11830,158,4.1,0.5,5
LOG-502911,USR-2094,2024-02-22,Yoga,95,274,4999,151,4.8,1.2,2
LOG-502043,USR-2142,2024-02-22,Gym Workout,81,230,926,94,6.1,2.1,3
LOG-500077,USR-2137,2024-02-22,Swimming,99,154,18133,145,5.1,1.3,5
LOG-502163,USR-2111,2024-02-22,Swimming,29,215,18350,98,5.3,3.7,4
LOG-503476,USR-2096,2024-02-22,Swimming,81,832,8611,89,4.5,0.8,5
LOG-500679,USR-2131,2024-02-22,Cycling,33,152,8024,150,6.3,1.7,2
LOG-500457,USR-2007,2024-02-22,Gym Workout,22,764,10243,110,5.8,1.0,5
LOG-503465,USR-2239,2024-02-23,HIIT,65,137,16149,154,4.6,2.4,3
LOG-503349,USR-2157,2024-02-23,Running,51,350,726,164,5.3,2.9,4
LOG-501363,USR-2127,2024-02-23,Walking,27,261,11601,88,7.9,1.8,3
LOG-500614,USR-2033,2024-02-23,HIIT,58,367,6930,135,6.1,0.5,4
LOG-503455,USR-2019,2024-02-23,Walking,12,405,6941,72,4.3,0.6,2
LOG-500053,USR-2110,2024-02-23,HIIT,30,806,3957,78,5.9,1.9,3
LOG-500491,USR-2076,2024-02-23,Gym Workout,51,161,9686,115,6.2,1.6,4
LOG-502619,USR-2151,2024-02-23,Yoga,102,153,8698,79,8.2,3.4,5
LOG-503133,USR-2000,2024-02-23,Gym Workout,40,803,5140,113,7.9,2.8,4
LOG-500952,USR-2245,2024-02-23,HIIT,46,483,12487,112,8.3,3.2,2
LOG-503308,USR-2144,2024-02-23,Yoga,16,736,18696,161,5.1,1.7,3
LOG-503246,USR-2114,2024-02-23,Swimming,20,673,13116,179,5.4,1.7,1
LOG-500282,USR-2261,2024-02-24,Swimming,16,709,10418,133,4.6,2.7,3
LOG-502212,USR-2170,2024-02-24,Cycling,33,198,615,135,4.5,1.8,5
LOG-503415,USR-2049,2024-02-24,Cycling,64,667,14751,122,4.0,2.7,3
LOG-501138,USR-2028,2024-02-24,Cycling,12,706,6520,154,4.6,2.5,5
LOG-501441,USR-2114,2024-02-24,Yoga,29,618,2689,168,7.0,3.8,2
LOG-501607,USR-2275,2024-02-24,Yoga,85,621,18269,179,7.3,3.9,4
LOG-501515,USR-2262,2024-02-24,Running,53,160,11805,76,4.7,3.1,5
LOG-502741,USR-2032,2024-02-24,Walking,112,637,3947,86,8.0,1.6,1
LOG-502031,USR-2146,2024-02-24,Walking,69,564,12859,121,7.7,2.7,4
LOG-501891,USR-2126,2024-02-24,Walking,25,721,10377,91,8.3,0.8,1
LOG-500851,USR-2256,2024-02-24,Running,53,64,8018,146,4.3,0.9,2
LOG-502000,USR-2282,2024-02-24,Gym Workout,37,125,15244,169,9.0,4.0,1
LOG-501045,USR-2192,2024-02-24,Running,35,800,18965,113,4.5,2.7,3
LOG-502559,USR-2070,2024-02-24,Running,32,395,6919,151,9.0,3.1,3
LOG-501233,USR-2141,2024-02-25,Gym Workout,52,174,6329,96,7.4,4.0,5
LOG-501153,USR-2131,2024-02-25,Walking,41,866,14563,160,5.8,2.9,4
LOG-501868,USR-2187,2024-02-25,Walking,16,268,2636,178,6.0,0.7,5
LOG-503340,USR-2186,2024-02-25,Walking,42,146,866,98,7.1,3.2,5
LOG-501424,USR-2069,2024-02-25,HIIT,118,257,7997,150,8.5,1.8,2
LOG-502989,USR-2030,2024-02-25,Walking,89,463,14001,89,6.7,2.8,5
LOG-500772,USR-2126,2024-02-25,Walking,65,327,12218,106,6.6,2.3,2
LOG-502284,USR-2103,2024-02-25,Running,116,335,11254,128,7.3,2.8,5
LOG-502810,USR-2169,2024-02-25,Walking,83,593,13794,121,8.3,2.7,1
LOG-502309,USR-2233,2024-02-25,Gym Workout,98,156,11326,117,8.3,0.5,5
LOG-500279,USR-2095,2024-02-26,Swimming,30,427,14647,168,6.0,3.6,2
LOG-500446,USR-2101,2024-02-26,Swimming,49,681,5588,152,7.7,2.7,3
LOG-503011,USR-2232,2024-02-26,Running,81,107,4843,142,6.2,2.9,4
LOG-500082,USR-2069,2024-02-26,Yoga,112,681,13912,88,7.7,2.3,2
LOG-502513,USR-2109,2024-02-26,Walking,36,848,19850,153,7.3,3.2,4
LOG-502523,USR-2204,2024-02-26,HIIT,28,456,8305,161,4.6,3.4,3
LOG-502235,USR-2037,2024-02-26,HIIT,107,180,14506,88,8.9,3.7,2
LOG-502673,USR-2247,2024-02-26,Cycling,90,777,3047,74,8.5,0.8,2
LOG-500742,USR-2254,2024-02-26,Walking,59,426,11437,152,4.2,3.4,4
LOG-502051,USR-2087,2024-02-26,Walking,60,899,17908,104,7.0,3.7,1
LOG-502157,USR-2148,2024-02-26,Gym Workout,116,617,19021,100,4.4,1.9,4
LOG-503049,USR-2293,2024-02-26,HIIT,60,166,14168,80,4.0,0.7,1
LOG-500728,USR-2151,2024-02-26,Cycling,116,143,15719,166,5.6,3.9,2
LOG-502058,USR-2105,2024-02-27,Cycling,23,270,634,80,4.7,3.6,3
LOG-500831,USR-2224,2024-02-27,Running,115,559,16578,135,5.6,0.5,5
LOG-501189,USR-2117,2024-02-27,Gym Workout,52,304,1781,71,7.6,3.7,1
LOG-502534,USR-2076,2024-02-27,Gym Workout,77,124,8771,154,8.2,1.0,3
LOG-500097,USR-2223,2024-02-27,Running,60,738,11798,126,7.9,2.4,4
LOG-500052,USR-2035,2024-02-27,Yoga,58,880,17386,128,8.9,2.7,1
LOG-503093,USR-2041,2024-02-27,Cycling,66,485,10782,72,6.1,3.1,2
LOG-500926,USR-2061,2024-02-27,Cycling,10,303,14792,144,4.5,1.3,4
LOG-503445,USR-2090,2024-02-27,Yoga,80,333,19232,128,5.7,0.9,4
LOG-500755,USR-2253,2024-02-27,Running,97,531,19741,153,8.3,3.2,4
LOG-500899,USR-2209,2024-02-27,Walking,102,715,10975,169,7.5,3.8,4
LOG-501147,USR-2105,2024-02-28,Swimming,117,435,19573,178,6.0,3.8,5
LOG-502796,USR-2183,2024-02-28,Gym Workout,12,424,18584,75,7.5,2.7,2
LOG-501851,USR-2109,2024-02-28,Yoga,12,535,13046,164,6.0,2.3,2
LOG-501197,USR-2166,2024-02-28,Yoga,110,188,18198,147,8.2,1.3,3
LOG-503124,USR-2250,2024-02-28,HIIT,113,490,2713,94,8.8,2.4,1
LOG-501754,USR-2184,2024-02-28,Running,101,365,17013,169,6.1,3.4,1
LOG-501943,USR-2121,2024-02-28,HIIT,38,536,8659,137,7.5,3.9,2
LOG-502413,USR-2144,2024-02-28,Swimming,100,536,4666,113,8.3,2.6,3
LOG-503451,USR-2060,2024-02-28,Running,84,459,16763,101,5.8,1.5,5
LOG-503193,USR-2159,2024-02-28,Yoga,56,471,3510,97,4.1,3.9,5
LOG-502497,USR-2108,2024-02-28,Running,17,373,6186,131,4.4,3.4,2
LOG-503016,USR-2141,2024-02-29,Gym Workout,84,217,10403,78,4.6,3.3,1
LOG-501857,USR-2118,2024-02-29,Cycling,27,516,6341,137,6.6,3.9,5
LOG-501719,USR-2101,2024-02-29,Gym Workout,59,320,8727,74,8.3,1.2,3
LOG-501284,USR-2080,2024-02-29,Cycling,58,264,12304,82,6.6,3.7,4
LOG-502612,USR-2014,2024-02-29,Running,116,405,6391,123,6.8,2.4,1
LOG-501944,USR-2250,2024-02-29,Gym Workout,17,650,5536,113,5.4,2.6,2
LOG-501540,USR-2266,2024-02-29,Walking,60,202,797,71,7.3,3.6,4
LOG-501792,USR-2081,2024-02-29,Swimming,29,114,13317,70,8.7,3.5,2
LOG-503425,USR-2185,2024-02-29,Swimming,83,620,7684,137,7.6,1.9,2
LOG-500476,USR-2014,2024-02-29,Cycling,86,51,9875,121,6.0,2.5,4
LOG-502939,USR-2175,2024-02-29,Swimming,55,145,4400,142,7.6,2.6,2
LOG-501590,USR-2034,2024-02-29,Gym Workout,103,878,9375,93,6.9,1.1,1
LOG-502489,USR-2080,2024-03-01,Yoga,18,851,4625,113,8.9,1.7,3
LOG-501385,USR-2198,2024-03-01,Swimming,29,65,2474,91,7.5,3.0,5
LOG-502044,USR-2085,2024-03-01,HIIT,16,634,9678,112,5.1,3.7,4
LOG-500152,USR-2113,2024-03-01,Swimming,98,368,3757,89,4.8,2.2,4
LOG-503496,USR-2132,2024-03-01,Swimming,74,408,9318,102,8.9,2.8,2
LOG-501838,USR-2266,2024-03-01,Yoga,61,810,7901,157,5.0,2.7,4
LOG-502728,USR-2210,2024-03-01,Running,114,432,11798,126,5.0,1.2,4
LOG-502596,USR-2020,2024-03-01,Cycling,108,502,9575,79,5.9,2.6,1
LOG-501164,USR-2261,2024-03-02,Walking,38,172,3014,117,4.0,2.6,3
LOG-500161,USR-2216,2024-03-02,Yoga,56,582,9935,149,7.0,2.8,5
LOG-502627,USR-2174,2024-03-02,Running,20,606,4686,71,4.9,2.7,4
LOG-500748,USR-2251,2024-03-02,Walking,63,315,12352,151,5.4,1.5,1
LOG-502271,USR-2105,2024-03-03,Cycling,74,355,15254,147,6.5,3.6,1
LOG-503254,USR-2240,2024-03-03,HIIT,37,645,11480,74,7.0,0.5,4
LOG-502298,USR-2212,2024-03-03,Cycling,82,123,8050,130,7.9,2.3,5
LOG-501854,USR-2121,2024-03-03,Running,61,426,10511,130,5.3,1.6,1
LOG-500572,USR-2074,2024-03-03,Yoga,92,126,1187,170,7.2,0.6,1
LOG-502879,USR-2172,2024-03-03,Gym Workout,86,853,5598,177,5.5,2.6,3
LOG-502108,USR-2138,2024-03-03,Gym Workout,114,501,2699,113,7.7,2.2,1
LOG-503180,USR-2168,2024-03-03,Cycling,117,315,19574,159,8.5,0.7,2
LOG-501420,USR-2054,2024-03-03,HIIT,68,703,10885,143,5.7,3.7,5
LOG-501721,USR-2283,2024-03-03,Cycling,30,65,11372,100,8.3,1.2,1
LOG-502088,USR-2174,2024-03-04,Swimming,63,703,7377,162,5.2,2.7,3
LOG-500886,USR-2075,2024-03-04,Yoga,113,675,17913,104,7.0,3.0,5
LOG-502074,USR-2015,2024-03-04,HIIT,118,802,19639,159,4.5,3.7,1
LOG-501080,USR-2156,2024-03-04,Gym Workout,80,217,7999,149,4.9,3.8,3
LOG-500507,USR-2243,2024-03-04,Cycling,98,760,11376,115,5.1,2.7,5
LOG-502639,USR-2092,2024-03-04,Swimming,102,672,12234,156,7.5,3.0,3
LOG-501407,USR-2189,2024-03-04,Running,91,532,19738,152,4.5,2.7,3
LOG-503276,USR-2284,2024-03-04,Swimming,57,634,12323,77,7.2,3.5,4
LOG-500406,USR-2123,2024-03-04,Cycling,65,494,13768,92,5.9,2.8,3
LOG-500853,USR-2225,2024-03-04,Yoga,102,676,11759,98,8.4,2.4,5
LOG-503094,USR-2211,2024-03-04,Walking,73,163,10567,131,5.8,1.1,3
LOG-502885,USR-2294,2024-03-04,Walking,22,152,16236,151,4.5,2.9,4
LOG-502184,USR-2201,2024-03-04,Yoga,37,226,7395,143,9.0,2.3,2
LOG-500398,USR-2093,2024-03-04,Yoga,69,113,2291,94,8.5,1.6,3
LOG-500372,USR-2114,2024-03-04,Cycling,12,159,3949,119,5.6,2.8,1
LOG-503262,USR-2125,2024-03-05,Yoga,50,608,13410,73,8.8,3.4,5
LOG-501014,USR-2055,2024-03-05,Yoga,23,154,7173,160,7.4,1.2,4
LOG-501772,USR-2216,2024-03-05,HIIT,46,779,1580,87,6.4,3.1,2
LOG-503268,USR-2026,2024-03-05,Swimming,15,158,997,167,7.4,2.6,4
LOG-503225,USR-2265,2024-03-05,Cycling,54,830,11304,88,5.3,3.3,2
LOG-502166,USR-2071,2024-03-05,Gym Workout,116,479,15741,89,7.6,3.9,4
LOG-502652,USR-2184,2024-03-05,HIIT,53,678,16079,84,8.4,0.6,3
